Topic,Year,Source,Top_15_Words
Topic_15,1997,ILR,"company, product, manager, market, process, information, cost, system, network, management, technology, strategy, change, employee, executive"
Topic_15,2002,Shared,"company, manager, customer, process, executive, market, create, organization, management, team, sale, product, people, performance, leader"
Topic_15,2002,COHA,"company, manager, customer, executive, process, people, team, market, create, management, organization, sale, leader, product, performance"
Topic_15,2002,HBR,"company, manager, customer, process, executive, create, organization, management, market, product, innovation, sale, performance, team, strategy"
Topic_15,2002,ILR,"company, manager, customer, process, market, organization, executive, create, management, people, product, team, sale, performance, system"
Topic_15,2007,Shared,"company, customer, manager, leader, people, create, executive, team, product, strategy, organization, process, risk, change, idea"
Topic_15,2007,COHA,"company, people, leader, customer, manager, team, create, executive, product, strategy, idea, risk, organization, process, change"
Topic_15,2007,HBR,"company, customer, manager, create, leader, team, executive, product, strategy, people, organization, process, risk, management, build"
Topic_15,2007,ILR,"company, customer, manager, people, leader, create, executive, product, team, strategy, organization, process, change, risk, management"
Topic_15,2012,Shared,"customer, innovation, team, strategy, performance, create, work, focus, model, employee, people, design, market, decision, approach"
Topic_15,2012,COHA,"team, customer, innovation, strategy, people, performance, create, work, focus, model, employee, care, challenge, design, drive"
Topic_15,2012,HBR,"customer, innovation, strategy, team, performance, create, focus, model, challenge, design, employee, product, process, approach, decision"
Topic_15,2012,ILR,"customer, innovation, strategy, team, work, create, performance, focus, model, employee, people, market, design, change, approach"
Topic_15,2017,Shared,"company, leader, learn, customer, product, manager, create, market, research, goal, executive, offer, culture, team, challenge"
Topic_15,2017,COHA,"company, leader, learn, product, customer, manager, create, market, research, culture, team, goal, offer, executive, challenge"
Topic_15,2017,HBR,"company, leader, customer, learn, product, manager, create, goal, researcher, team, culture, metric, executive, challenge, startup"
Topic_15,2017,ILR,"company, leader, learn, product, customer, create, manager, market, research, goal, offer, executive, culture, challenge, team"
Topic_16,1922,Shared,"worker, work, employer, person, act, hour, wage, agreement, insurance, report, labor, benefit, woman, pay, employment"
Topic_16,1922,COHA,"worker, work, employer, person, act, hour, agreement, wage, report, insurance, labor, woman, case, pay, year"
Topic_16,1922,HBR,"worker, work, employer, person, act, hour, agreement, wage, insurance, report, pay, case, benefit, fund, year"
Topic_16,1922,ILR,"worker, employer, person, work, insurance, hour, act, wage, agreement, benefit, pay, inspector, woman, fund, case"
Topic_16,1927,Shared,"worker, work, wage, agreement, hour, labor, employer, woman, person, case, employment, country, year, cent, pay"
Topic_16,1927,COHA,"worker, work, agreement, wage, hour, labor, year, woman, case, employer, country, person, employment, pay, cent"
Topic_16,1927,HBR,"worker, work, agreement, case, wage, hour, year, employer, labor, woman, person, pay, country, employment, employee"
Topic_16,1927,ILR,"worker, work, hour, person, employer, agreement, wage, woman, case, pay, provision, employment, benefit, child, year"
Topic_16,1932,Shared,"worker, work, person, labor, hour, year, employer, age, employment, agreement, insurance, case, pay, benefit, number"
Topic_16,1932,COHA,"work, worker, year, person, labor, hour, age, case, employer, agreement, employment, insurance, pay, report, number"
Topic_16,1932,HBR,"work, worker, year, person, age, hour, labor, case, employer, pay, benefit, agreement, insurance, service, period"
Topic_16,1932,ILR,"worker, work, person, hour, insurance, employer, age, pension, year, benefit, pay, agreement, employment, labor, case"
Topic_16,1937,Shared,"worker, work, employment, labor, person, employer, insurance, service, wage, case, provision, pay, agreement, age, benefit"
Topic_16,1937,COHA,"worker, work, labor, person, employment, service, employer, insurance, case, wage, pay, year, agreement, age, act"
Topic_16,1937,HBR,"worker, work, employment, labor, service, person, employer, case, pay, insurance, wage, benefit, provide, age, agreement"
Topic_16,1937,ILR,"worker, person, insurance, work, employer, employment, pay, wage, service, provision, benefit, case, age, act, labor"
Topic_16,1942,Shared,"worker, employment, work, employer, service, labor, insurance, person, wage, pay, order, social, provision, provide, benefit"
Topic_16,1942,COHA,"worker, work, employment, service, labor, employer, person, insurance, order, pay, wage, social, case, provide, act"
Topic_16,1942,HBR,"worker, work, employment, service, pay, employer, labor, wage, person, insurance, order, provide, case, benefit, social"
Topic_16,1942,ILR,"worker, person, insurance, employment, work, employer, pay, service, wage, benefit, order, provision, pension, woman, labor"
Topic_16,1947,Shared,"worker, employer, employment, work, labor, wage, pay, person, social, provide, insurance, provision, scheme, benefit, agreement"
Topic_16,1947,COHA,"worker, work, employer, employment, labor, wage, pay, person, social, provide, insurance, committee, provision, benefit, child"
Topic_16,1947,HBR,"worker, work, pay, employer, employment, provide, wage, benefit, person, labor, employee, service, insurance, case, social"
Topic_16,1947,ILR,"worker, employer, wage, person, employment, pay, insurance, work, benefit, provision, scheme, hour, allowance, holiday, labor"
Topic_16,1952,Shared,"worker, employment, labor, wage, work, country, woman, employer, age, cent, social, benefit, person, international, union"
Topic_16,1952,COHA,"worker, work, labor, employment, country, wage, woman, age, cent, employer, social, person, benefit, year, union"
Topic_16,1952,HBR,"worker, work, benefit, employment, woman, age, wage, labor, pay, country, service, employer, person, cent, year"
Topic_16,1952,ILR,"worker, wage, employment, woman, age, employer, work, person, benefit, cent, labor, insurance, pay, country, pension"
Topic_16,1957,Shared,"worker, work, wage, scheme, labor, cent, age, employment, country, person, benefit, employer, year, insurance, provide"
Topic_16,1957,COHA,"worker, work, year, age, labor, wage, cent, country, scheme, person, employment, case, pay, benefit, number"
Topic_16,1957,HBR,"work, worker, benefit, year, age, pay, employee, provide, person, wage, case, scheme, cent, insurance, number"
Topic_16,1957,ILR,"worker, scheme, wage, person, age, insurance, benefit, work, pension, cent, employer, employment, pay, labor, contribution"
Topic_16,1962,Shared,"worker, employment, cent, person, wage, work, pension, benefit, employer, scheme, labor, age, woman, pay, social"
Topic_16,1962,COHA,"worker, employment, cent, work, person, wage, labor, year, benefit, pension, age, employer, scheme, pay, woman"
Topic_16,1962,HBR,"worker, work, person, benefit, employment, cent, pay, year, pension, wage, age, employee, service, employer, provide"
Topic_16,1962,ILR,"worker, person, cent, employment, pension, benefit, wage, scheme, employer, work, age, pay, insurance, woman, employ"
Topic_16,1967,Shared,"worker, wage, employment, cent, convention, labor, work, minimum, benefit, employer, age, agreement, social, person, pension"
Topic_16,1967,COHA,"worker, wage, work, cent, employment, labor, convention, age, minimum, benefit, social, agreement, employer, person, year"
Topic_16,1967,HBR,"work, worker, benefit, wage, employee, pay, age, employment, year, cent, person, minimum, labor, agreement, service"
Topic_16,1967,ILR,"worker, wage, cent, employment, minimum, convention, benefit, employer, person, age, pension, agreement, work, provision, pay"
Topic_16,1972,Shared,"worker, employment, labor, wage, work, cent, social, income, employer, country, number, age, union, rate, unemployment"
Topic_16,1972,COHA,"worker, labor, employment, work, wage, cent, social, country, number, income, year, age, union, employer, rate"
Topic_16,1972,HBR,"worker, work, employment, wage, labor, cent, year, pay, age, number, rate, benefit, income, person, woman"
Topic_16,1972,ILR,"worker, employment, wage, cent, labor, employer, work, age, pension, person, provision, benefit, woman, pay, social"
Topic_16,1977,Shared,"labor, worker, employment, woman, work, union, country, social, income, international, cent, wage, legislation, employer, benefit"
Topic_16,1977,COHA,"labor, worker, woman, employment, work, union, country, social, income, international, cent, wage, legislation, benefit, employer"
Topic_16,1977,HBR,"woman, work, worker, labor, employment, benefit, income, country, union, social, employee, wage, cent, service, employer"
Topic_16,1977,ILR,"worker, woman, employment, labor, employer, wage, benefit, legislation, cent, work, collective, social, union, provision, country"
Topic_16,1982,Shared,"worker, woman, employment, labor, employer, work, cent, country, convention, benefit, social, legislation, wage, union, collective"
Topic_16,1982,COHA,"worker, woman, labor, work, employment, employer, country, cent, union, social, benefit, convention, legislation, wage, safety"
Topic_16,1982,HBR,"worker, woman, work, benefit, employment, employer, labor, pay, age, employee, cent, country, agreement, wage, person"
Topic_16,1982,ILR,"worker, woman, employer, employment, benefit, labor, convention, cent, wage, work, legislation, collective, age, provision, agreement"
Topic_16,1987,Shared,"employment, labor, worker, cent, work, social, employer, country, wage, international, trade, enterprise, union, provide, contract"
Topic_16,1987,COHA,"employment, labor, work, worker, cent, social, country, employer, wage, trade, international, union, enterprise, economic, provide"
Topic_16,1987,HBR,"work, employment, worker, labor, cent, social, employer, country, benefit, provide, wage, child, trade, woman, enterprise"
Topic_16,1987,ILR,"employment, worker, cent, labor, employer, work, wage, social, benefit, country, child, scheme, woman, contract, collective"
Topic_16,1992,Shared,"employment, worker, work, labor, cent, country, wage, employer, benefit, woman, social, pay, unemployment, agreement, contract"
Topic_16,1992,COHA,"work, worker, employment, country, labor, cent, wage, woman, employer, pay, benefit, social, agreement, sexual, unemployment"
Topic_16,1992,HBR,"work, worker, employment, woman, country, benefit, labor, cent, pay, wage, employer, social, employee, child, case"
Topic_16,1992,ILR,"worker, employment, cent, wage, employer, work, benefit, labor, woman, pay, country, unemployment, scheme, agreement, pension"
Topic_16,1997,Shared,"employment, worker, labor, woman, work, country, wage, social, benefit, convention, employer, unemployment, cent, scheme, international"
Topic_16,1997,COHA,"employment, worker, work, labor, woman, country, wage, social, benefit, convention, unemployment, employer, international, cent, pay"
Topic_16,1997,HBR,"work, employment, worker, woman, labor, country, wage, benefit, social, provide, pay, employer, rate, unemployment, service"
Topic_16,1997,ILR,"employment, worker, woman, wage, labor, work, country, unemployment, benefit, cent, employer, minimum, scheme, pension, rate"
Topic_16,2002,Shared,"labor, work, worker, child, country, social, security, female, policy, case, job, year, economic, pay, equality"
Topic_16,2002,COHA,"labor, work, worker, child, country, security, social, case, female, policy, year, job, state, pay, economic"
Topic_16,2002,HBR,"work, labor, worker, child, country, case, social, security, female, year, policy, job, pay, low, woman"
Topic_16,2002,ILR,"labor, worker, female, work, child, country, social, security, household, cent, case, male, woman, pay, equality"
Topic_16,2007,Shared,"worker, labor, wage, social, country, work, cent, care, employment, sector, child, international, pay, woman, age"
Topic_16,2007,COHA,"worker, labor, wage, work, care, country, social, cent, employment, child, pay, sector, woman, international, age"
Topic_16,2007,HBR,"worker, labor, work, wage, care, country, social, cent, employment, pay, woman, child, sector, age, number"
Topic_16,2007,ILR,"worker, wage, labor, cent, employment, work, country, social, care, minimum, pay, woman, sector, child, age"
Topic_16,2012,Shared,"minimum, wage, labor, employment, job, worker, country, variable, cent, work, low, effect, temporary, market, model"
Topic_16,2012,COHA,"minimum, labor, job, wage, country, work, worker, employment, low, cent, market, effect, variable, pay, level"
Topic_16,2012,HBR,"work, job, labor, worker, country, minimum, wage, low, market, employment, cent, pay, effect, level, model"
Topic_16,2012,ILR,"wage, minimum, employment, worker, cent, labor, country, work, job, low, variable, temporary, pay, effect, level"
Topic_16,2017,Shared,"wage, worker, effect, variable, labor, education, job, country, level, work, domestic, market, employment, firm, cent"
Topic_16,2017,COHA,"wage, worker, effect, education, labor, job, country, variable, work, level, market, domestic, firm, year, employment"
Topic_16,2017,HBR,"wage, worker, effect, job, work, labor, education, level, country, market, variable, firm, year, low, employment"
Topic_16,2017,ILR,"wage, worker, effect, labor, variable, country, employment, level, job, cent, education, domestic, work, estimate, minimum"
Topic_17,1922,Shared,"number, figure, index, wage, price, average, cent, rate, month, statistic, base, country, total, year, accident"
Topic_17,1922,COHA,"number, figure, index, wage, price, cent, rate, average, month, year, country, base, statistic, show, total"
Topic_17,1922,HBR,"number, price, figure, rate, index, average, cost, month, total, base, show, year, group, increase, wage"
Topic_17,1922,ILR,"number, index, figure, wage, average, statistic, cent, price, month, rate, base, unemployment, total, accident, country"
Topic_17,1927,Shared,"number, figure, cent, average, industry, wage, rate, index, month, statistic, total, worker, unemployment, year, case"
Topic_17,1927,COHA,"number, figure, cent, average, industry, rate, wage, year, month, total, worker, index, statistic, unemployment, case"
Topic_17,1927,HBR,"number, figure, rate, average, industry, total, year, month, index, cent, show, base, case, cost, percentage"
Topic_17,1927,ILR,"number, figure, average, cent, index, statistic, wage, month, unemployment, industry, rate, total, unemployed, year, worker"
Topic_17,1932,Shared,"number, figure, statistic, cent, average, wage, index, unemployment, total, employ, worker, unemployed, work, base, rate"
Topic_17,1932,COHA,"number, figure, statistic, average, cent, wage, index, total, unemployment, work, worker, employ, year, rate, industry"
Topic_17,1932,HBR,"figure, number, average, total, rate, statistic, index, base, industry, return, year, man, month, cent, group"
Topic_17,1932,ILR,"number, figure, statistic, index, average, unemployment, wage, cent, unemployed, employ, total, base, month, worker, rate"
Topic_17,1937,Shared,"number, wage, figure, statistic, average, work, index, hour, cent, total, month, base, industry, employment, worker"
Topic_17,1937,COHA,"number, figure, wage, statistic, work, average, hour, index, cent, total, month, industry, base, year, rate"
Topic_17,1937,HBR,"number, figure, average, total, statistic, wage, rate, work, base, index, industry, year, month, hour, man"
Topic_17,1937,ILR,"statistic, number, figure, wage, index, average, hour, month, cent, unemployed, base, work, unemployment, total, employ"
Topic_17,1942,Shared,"wage, rate, figure, number, average, hour, work, industry, earning, statistic, index, include, annual, base, month"
Topic_17,1942,COHA,"wage, rate, number, figure, average, hour, work, industry, earning, index, year, statistic, month, base, include"
Topic_17,1942,HBR,"rate, number, figure, wage, average, industry, year, work, base, price, cost, earning, hour, include, increase"
Topic_17,1942,ILR,"figure, wage, average, number, index, statistic, hour, rate, earning, month, food, annual, monthly, base, week"
Topic_17,1947,Shared,"index, number, average, figure, statistic, include, wage, person, base, price, food, year, unemployed, work, rate"
Topic_17,1947,COHA,"number, index, average, figure, include, statistic, wage, person, base, year, food, price, work, rate, unemployed"
Topic_17,1947,HBR,"number, price, average, include, year, figure, cost, base, index, rate, wage, work, person, food, statistic"
Topic_17,1947,ILR,"index, average, figure, statistic, number, person, wage, base, food, unemployed, include, register, earning, month, thousand"
Topic_17,1952,Shared,"series, average, hour, index, apr, figure, person, price, rate, month, number, year, statistic, earning, town"
Topic_17,1952,COHA,"series, average, hour, figure, index, price, rate, person, year, month, apr, number, town, week, statistic"
Topic_17,1952,HBR,"price, year, rate, average, figure, number, hour, month, series, base, total, work, group, index, person"
Topic_17,1952,ILR,"series, average, index, apr, figure, hour, month, person, incl, statistic, town, price, earning, rate, thousand"
Topic_17,1957,Shared,"series, average, apr, index, hour, rate, figure, incl, number, month, link, person, begin, price, manufacture"
Topic_17,1957,COHA,"series, average, apr, hour, rate, number, index, month, figure, price, begin, person, link, incl, wage"
Topic_17,1957,HBR,"price, rate, average, series, number, year, figure, month, begin, hour, base, index, consumer, work, person"
Topic_17,1957,ILR,"series, apr, average, index, incl, figure, hour, month, link, number, person, rate, begin, price, laborer"
Topic_17,1962,Shared,"series, average, apr, index, number, rate, figure, link, price, month, hour, manufacture, incl, person, laborer"
Topic_17,1962,COHA,"series, average, number, apr, rate, index, figure, price, month, hour, link, person, manufacture, cover, year"
Topic_17,1962,HBR,"series, price, average, rate, number, figure, year, month, index, base, manufacture, consumer, earning, hour, industry"
Topic_17,1962,ILR,"series, apr, average, index, figure, number, incl, month, laborer, hour, link, town, rate, unskille, monthly"
Topic_17,1967,Shared,"rate, year, work, hospital, increase, industry, man, income, group, economic, case, government, number, labor, period"
Topic_17,1967,COHA,"year, rate, work, hospital, increase, man, industry, government, group, income, case, economic, number, labor, period"
Topic_17,1967,HBR,"rate, year, increase, hospital, man, cost, price, work, industry, group, income, number, case, period, estimate"
Topic_17,1967,ILR,"rate, number, year, work, income, increase, estimate, worker, industry, average, labor, percentage, group, period, figure"
Topic_17,1972,Shared,"mechanization, system, program, production, development, income, job, policy, net, increase, economic, management, work, industry, study"
Topic_17,1972,COHA,"system, program, production, development, income, policy, mechanization, job, increase, economic, work, management, net, industry, change"
Topic_17,1972,HBR,"net, management, cost, production, company, system, tax, product, increase, income, program, change, investment, industry, job"
Topic_17,1972,ILR,"income, mechanization, increase, rate, country, labor, total, level, production, industry, work, number, economic, wage, job"
Topic_17,1977,Shared,"energy, work, year, industry, group, change, number, increase, rate, country, cost, price, service, base, system"
Topic_17,1977,COHA,"energy, year, work, group, industry, change, number, increase, rate, country, price, cost, service, oil, base"
Topic_17,1977,HBR,"energy, price, change, cost, group, year, industry, rate, number, increase, oil, base, work, average, total"
Topic_17,1977,ILR,"number, rate, work, increase, industry, group, average, country, year, base, change, figure, level, price, total"
Topic_17,1982,Shared,"work, health, labor, economic, trade, worker, industry, job, country, international, industrial, policy, increase, change, production"
Topic_17,1982,COHA,"work, health, economic, labor, trade, industry, worker, job, country, international, year, policy, increase, industrial, change"
Topic_17,1982,HBR,"work, cost, industry, change, health, job, increase, inflation, production, economic, trade, market, year, low, result"
Topic_17,1982,ILR,"work, labor, worker, country, trade, industry, economic, number, increase, rate, job, employment, international, health, production"
Topic_17,1987,Shared,"price, cost, real, increase, market, hospital, year, producer, rate, service, technology, industry, work, pay, small"
Topic_17,1987,COHA,"price, real, cost, year, hospital, increase, market, rate, producer, service, industry, small, work, pay, technology"
Topic_17,1987,HBR,"price, cost, real, market, hospital, company, producer, technology, increase, rate, year, service, profit, industry, base"
Topic_17,1987,ILR,"price, rate, increase, cost, base, number, real, average, total, decline, wage, food, industry, income, pay"
Topic_17,1992,Shared,"company, strategy, employee, network, deficit, level, organization, service, investment, change, infrastructure, market, customer, partner, group"
Topic_17,1992,COHA,"company, strategy, deficit, employee, network, level, service, organization, change, investment, group, cost, environmental, market, infrastructure"
Topic_17,1992,HBR,"company, strategy, deficit, network, employee, investment, customer, cost, change, competitive, service, level, market, partner, organization"
Topic_17,1992,ILR,"level, rate, base, employee, company, work, group, change, number, service, deficit, price, include, cost, average"
Topic_17,1997,Shared,"work, brand, internet, job, people, nonprofit, foundation, base, change, market, year, low, service, challenge, initiative"
Topic_17,1997,COHA,"work, brand, people, internet, foundation, year, job, base, change, nonprofit, market, low, service, country, challenge"
Topic_17,1997,HBR,"brand, work, company, nonprofit, internet, base, change, market, people, foundation, year, create, cost, job, service"
Topic_17,1997,ILR,"work, base, country, job, female, low, change, year, industry, worker, level, number, average, rate, increase"
Topic_17,2002,Shared,"employee, work, base, global, service, market, change, level, job, organization, year, number, country, system, woman"
Topic_17,2002,COHA,"work, employee, base, year, global, service, market, change, level, number, job, country, organization, system, woman"
Topic_17,2002,HBR,"employee, base, work, market, company, global, change, service, level, number, year, cost, organization, include, product"
Topic_17,2002,ILR,"work, base, employee, number, level, country, rate, include, increase, service, job, woman, change, worker, labor"
Topic_17,2007,Shared,"market, year, firm, company, work, job, people, change, model, low, develop, show, increase, system, project"
Topic_17,2007,COHA,"market, year, company, people, work, firm, job, change, show, low, world, system, model, increase, service"
Topic_17,2007,HBR,"market, company, year, firm, work, change, product, people, low, risk, show, job, increase, cost, service"
Topic_17,2007,ILR,"market, work, year, increase, low, job, firm, level, base, change, show, rate, service, country, result"
Topic_17,2012,Shared,"global, people, platform, bundle, work, partner, capability, outcome, mia, start, choice, ecozystem, research, model, client"
Topic_17,2012,COHA,"global, people, work, platform, start, partner, choice, bundle, research, outcome, capability, market, experience, model, world"
Topic_17,2012,HBR,"global, people, work, platform, partner, company, capability, start, client, market, financial, research, change, choice, bundle"
Topic_17,2012,ILR,"work, global, low, market, change, growth, job, gap, labor, model, people, worker, system, year, country"
Topic_17,2017,Shared,"rank, bias, company, care, financial, change, skill, year, organization, insider, curiosity, performance, start, people, industry"
Topic_17,2017,COHA,"rank, bias, company, care, year, financial, change, people, skill, organization, start, industry, market, service, performance"
Topic_17,2017,HBR,"rank, company, bias, financial, care, change, year, organization, industry, skill, people, performance, start, market, create"
Topic_17,2017,ILR,"rank, bias, change, year, industry, work, country, care, skill, company, financial, market, service, increase, cost"
Topic_18,1922,Shared,"work, worker, labor, year, state, country, international, industry, industrial, government, union, trade, society, law, economic"
Topic_18,1922,COHA,"work, worker, state, year, labor, government, country, international, union, industry, industrial, law, society, trade, economic"
Topic_18,1922,HBR,"work, worker, labor, year, state, industry, country, industrial, government, international, trade, union, economic, law, society"
Topic_18,1922,ILR,"work, labor, worker, international, industrial, country, society, trade, economic, union, state, social, industry, government, law"
Topic_18,1927,Shared,"labor, work, worker, international, condition, social, state, economic, industry, industrial, government, country, study, union, national"
Topic_18,1927,COHA,"labor, work, state, international, worker, social, condition, economic, government, industry, country, industrial, national, union, study"
Topic_18,1927,HBR,"labor, work, condition, worker, economic, international, social, state, industry, government, industrial, country, study, union, national"
Topic_18,1927,ILR,"labor, work, international, social, worker, economic, condition, industrial, industry, country, state, study, government, conference, report"
Topic_18,1932,Shared,"labor, economic, international, worker, work, country, industrial, unemployment, social, report, state, condition, industry, employment, trade"
Topic_18,1932,COHA,"labor, economic, international, worker, work, state, country, industrial, social, report, unemployment, condition, industry, employment, year"
Topic_18,1932,HBR,"labor, economic, international, worker, work, industrial, country, social, report, state, industry, condition, unemployment, employment, trade"
Topic_18,1932,ILR,"labor, economic, international, worker, industrial, social, work, country, report, condition, unemployment, industry, state, employment, trade"
Topic_18,1937,Shared,"labor, society, worker, work, year, condition, government, service, case, act, wage, industry, state, deal, public"
Topic_18,1937,COHA,"society, labor, work, worker, year, government, condition, state, service, public, case, man, act, deal, industry"
Topic_18,1937,HBR,"labor, society, work, worker, year, condition, government, service, case, industry, state, public, deal, act, trade"
Topic_18,1937,ILR,"labor, society, worker, work, condition, legislation, industrial, cooperative, agricultural, government, deal, international, trade, country, social"
Topic_18,1942,Shared,"work, labor, war, service, conference, industry, government, international, trade, country, production, economic, year, worker, organization"
Topic_18,1942,COHA,"work, war, labor, conference, service, government, industry, international, trade, country, year, production, economic, social, organization"
Topic_18,1942,HBR,"work, labor, service, war, conference, industry, government, trade, production, international, country, economic, organization, year, social"
Topic_18,1942,ILR,"work, labor, conference, international, service, trade, social, government, economic, war, country, industry, organization, worker, industrial"
Topic_18,1947,Shared,"labor, organization, country, worker, work, government, social, service, provide, industry, employment, condition, policy, agreement, case"
Topic_18,1947,COHA,"labor, organization, country, government, work, worker, social, service, provide, policy, industry, year, employment, committee, condition"
Topic_18,1947,HBR,"organization, labor, country, work, government, worker, service, provide, social, policy, industry, condition, increase, case, employment"
Topic_18,1947,ILR,"labor, organization, country, social, worker, international, government, employment, work, condition, representative, technical, provide, cooperation, agreement"
Topic_18,1952,Shared,"work, organization, industry, labor, economic, country, system, government, social, development, program, service, study, expert, year"
Topic_18,1952,COHA,"work, organization, industry, economic, labor, country, government, system, program, social, development, service, year, study, expert"
Topic_18,1952,HBR,"organization, work, industry, economic, labor, system, country, government, program, development, social, service, study, expert, year"
Topic_18,1952,ILR,"labor, organization, economic, work, country, social, industry, development, government, system, international, expert, population, study, worker"
Topic_18,1957,Shared,"training, work, industry, worker, technical, year, labor, economic, industrial, service, increase, case, condition, area, organization"
Topic_18,1957,COHA,"work, training, year, industry, worker, labor, technical, economic, area, case, industrial, service, report, increase, condition"
Topic_18,1957,HBR,"training, work, industry, year, technical, economic, area, service, increase, worker, organization, industrial, case, labor, provide"
Topic_18,1957,ILR,"training, work, technical, labor, economic, worker, industrial, international, condition, industry, movement, chapter, organization, country, area"
Topic_18,1962,Shared,"economic, work, labor, social, country, trade, development, organization, industry, change, system, plan, international, policy, year"
Topic_18,1962,COHA,"economic, work, labor, social, country, trade, development, organization, year, industry, system, change, plan, policy, community"
Topic_18,1962,HBR,"economic, work, development, organization, social, labor, trade, country, change, system, plan, industry, policy, community, year"
Topic_18,1962,ILR,"economic, labor, social, work, development, country, trade, organization, international, industry, community, plan, policy, system, activity"
Topic_18,1967,Shared,"labor, work, worker, rural, industrial, country, number, year, level, wage, union, economic, industry, trade, study"
Topic_18,1967,COHA,"work, labor, worker, country, industrial, rural, year, number, union, economic, level, industry, trade, case, wage"
Topic_18,1967,HBR,"work, labor, industrial, country, worker, rural, year, level, develop, number, economic, study, industry, development, service"
Topic_18,1967,ILR,"rural, labor, country, industrial, work, worker, economic, technical, development, union, productivity, level, study, international, vocational"
Topic_18,1972,Shared,"work, employment, labor, social, worker, country, economic, international, income, union, trade, report, cent, industrial, government"
Topic_18,1972,COHA,"work, employment, labor, social, worker, country, economic, government, international, union, income, report, trade, year, industrial"
Topic_18,1972,HBR,"work, employment, labor, social, economic, worker, country, income, system, government, international, develop, union, report, program"
Topic_18,1972,ILR,"employment, labor, work, social, country, economic, worker, international, income, union, industrial, trade, develop, study, cent"
Topic_18,1977,Shared,"country, work, labor, worker, employment, year, social, law, wage, cent, international, state, government, job, number"
Topic_18,1977,COHA,"country, work, year, labor, worker, employment, law, social, state, government, court, international, wage, cent, public"
Topic_18,1977,HBR,"work, country, year, labor, worker, employment, law, social, job, government, state, system, international, public, wage"
Topic_18,1977,ILR,"country, labor, work, employment, social, worker, international, job, law, cent, wage, level, income, economic, union"
Topic_18,1982,Shared,"work, labor, sector, job, policy, union, country, social, training, international, government, worker, increase, year, cent"
Topic_18,1982,COHA,"work, labor, job, policy, sector, union, government, country, year, social, training, public, international, group, world"
Topic_18,1982,HBR,"work, job, labor, sector, policy, union, government, country, training, social, year, organization, development, public, group"
Topic_18,1982,ILR,"labor, sector, work, policy, job, training, country, social, union, international, development, worker, rural, increase, government"
Topic_18,1987,Shared,"country, labor, work, economic, program, income, job, social, public, year, level, sector, international, policy, increase"
Topic_18,1987,COHA,"country, labor, work, program, economic, public, year, income, job, social, government, policy, international, national, level"
Topic_18,1987,HBR,"country, labor, program, work, job, economic, public, income, year, social, policy, level, sector, government, development"
Topic_18,1987,ILR,"labor, country, economic, sector, income, social, program, job, work, international, level, enterprise, development, policy, employment"
Topic_18,1992,Shared,"policy, country, economic, labor, sector, level, work, union, employment, social, economy, increase, relation, development, production"
Topic_18,1992,COHA,"policy, country, economic, work, union, labor, level, social, sector, economy, increase, employment, development, relation, production"
Topic_18,1992,HBR,"policy, economic, sector, country, economy, level, work, development, union, labor, increase, social, change, production, relation"
Topic_18,1992,ILR,"policy, sector, labor, country, economic, social, employment, economy, union, relation, level, work, development, productivity, increase"
Topic_18,1997,Shared,"labor, country, job, work, market, policy, sector, economic, international, worker, employment, social, trade, economy, level"
Topic_18,1997,COHA,"labor, country, job, work, market, policy, economic, international, worker, sector, employment, trade, social, system, study"
Topic_18,1997,HBR,"labor, country, job, market, work, policy, economic, sector, international, worker, system, economy, employment, trade, social"
Topic_18,1997,ILR,"labor, country, sector, job, policy, international, economic, employment, market, worker, work, social, economy, trade, relation"
Topic_18,2002,Shared,"labor, worker, work, employment, social, country, sector, wage, employer, international, benefit, woman, trade, cent, union"
Topic_18,2002,COHA,"labor, work, worker, employment, social, country, year, wage, sector, international, woman, benefit, employer, trade, union"
Topic_18,2002,HBR,"labor, work, worker, employment, social, country, sector, benefit, wage, international, service, year, woman, employer, trade"
Topic_18,2002,ILR,"labor, employment, sector, social, worker, country, work, international, wage, employer, trade, woman, union, benefit, enterprise"
Topic_18,2007,Shared,"access, work, job, temporary, sector, low, pay, model, economy, market, labor, employment, worker, case, provide"
Topic_18,2007,COHA,"access, work, job, low, pay, model, temporary, economy, market, sector, case, labor, provide, service, worker"
Topic_18,2007,HBR,"access, work, job, low, model, pay, market, economy, sector, temporary, case, provide, service, system, level"
Topic_18,2007,ILR,"access, sector, job, model, temporary, work, economy, low, informal, labor, employment, market, pay, variable, social"
Topic_18,2012,Shared,"labor, employment, work, country, worker, economic, social, industry, international, wage, year, policy, trade, report, standard"
Topic_18,2012,COHA,"work, labor, employment, country, worker, economic, year, social, industry, government, international, policy, report, wage, trade"
Topic_18,2012,HBR,"work, labor, employment, country, worker, economic, year, industry, social, policy, international, report, government, economy, trade"
Topic_18,2012,ILR,"labor, employment, work, country, worker, economic, social, international, policy, economy, wage, trade, standard, industry, report"
Topic_18,2017,Shared,"work, labor, social, worker, country, employment, economic, international, study, cent, gap, result, analysis, service, market"
Topic_18,2017,COHA,"work, labor, social, country, worker, economic, study, employment, international, cent, year, service, result, change, market"
Topic_18,2017,HBR,"work, labor, social, worker, country, economic, study, employment, market, international, change, result, service, cent, analysis"
Topic_18,2017,ILR,"work, labor, social, worker, country, employment, economic, international, gap, cent, study, analysis, trade, job, level"
Topic_19,1922,Shared,"found, business, street, president, american, made, today, people, back, city, years, world, church, mind, house"
